0
0.1
1.01
3.24
1.96
20.6
66.65
20.22
20.34
20.55
1
162.35
216.25
250.7
239.8
323.21
377.8
1.48
1.49
1.51
2
79.58
82.51
69.47
222.81
269.12
283.95
2.8
3.26
4.09
3
0.56
0.56
0.44
0.86
0.89
0.66
1.53
1.58
1.51
4
0.57
0.61
0.52
0.95
1.13
0.95
1.66
1.85
1.84
5
3.12
2.85
2.02
8.4
7.74
5.08
2.7
2.72
2.51
6
16.37
11.66
5.97
68.76
44.45
19.77
4.2
3.81
3.31
7
5.84
4.55
2.6
31.47
23.04
11.77
5.39
5.07
4.53
8
27.75
17.47
7.35
212.92
119.87
44.44
7.67
6.86
6.05
9
0.65
0.77
0.62
5.41
6.3
4.67
8.35
8.2
7.54
10
6.46
4.16
1.83
71.26
42.27
16.99
11.04
10.16
9.28
11
1.59
1.34
0.8
19.66
15.8
8.81
12.35
11.77
10.96
12
12.13
6.99
2.61
178.54
95.74
33.27
14.72
13.7
12.73
13
2.31
1.57
0.73
36.79
23.89
10.52
15.9
15.21
14.4
14
12.19
6.63
2.26
216.57
112.76
36.59
17.76
17
16.19
15
0.5
0.47
0.29
9.26
8.62
5.17
18.5
18.33
17.84
16
2.91
1.75
0.68
59.11
35.06
13.34
20.29
20.03
19.62
17
0.64
0.58
0.33
13.93
12.59
7.1
21.62
21.56
21.36
18
1.43
0.98
0.43
32.63
22.35
9.78
22.8
22.92
22.93
19
1.22
0.84
0.38
28.84
20.18
9.16
23.58
24
24.32
20
3.57
1.9
0.64
84.44
46.83
16.21
23.63
24.69
25.44
21
0.8
0.65
0.33
18.87
16.03
8.51
23.73
24.84
25.9
22
3.06
1.6
0.55
67.65
37.79
13.56
22.08
23.58
24.73
23
1.59
1.02
0.42
33.97
23.12
10.01
21.43
22.72
23.76
24
3.5
1.87
0.63
71.72
40.72
14.32
20.52
21.83
22.84
25
2.4
1.5
0.57
47.96
31.75
12.54
19.95
21.11
22.02
26
27.75
11.48
2.57
527.98
233.7
54.58
19.03
20.36
21.26
27
0.15
0.07
0.02
2.71
1.4
0.42
18.53
19.72
20.58
28
1.45
0.61
0.13
26.21
11.7
2.69
18.12
19.22
19.97
