"Time (UTCG)","Electron dose (rads)","Proton dose (rads)","Combined dose (rads)"
1 Jan 2020 00:32:00.000,0.000e+00,0.000e+00,1.988e-03
1 Jan 2020 00:33:00.000,0.000e+00,0.000e+00,2.031e-03
1 Jan 2020 00:34:00.000,0.000e+00,0.000e+00,2.072e-03
1 Jan 2020 00:35:00.000,0.000e+00,0.000e+00,2.113e-03
1 Jan 2020 00:36:00.000,0.000e+00,0.000e+00,2.153e-03
1 Jan 2020 00:37:00.000,0.000e+00,0.000e+00,2.192e-03
1 Jan 2020 00:38:00.000,0.000e+00,0.000e+00,2.229e-03
1 Jan 2020 00:39:00.000,0.000e+00,0.000e+00,2.265e-03
1 Jan 2020 00:40:00.000,0.000e+00,0.000e+00,2.300e-03
1 Jan 2020 00:41:00.000,0.000e+00,0.000e+00,2.333e-03
1 Jan 2020 00:42:00.000,0.000e+00,0.000e+00,2.364e-03
1 Jan 2020 00:43:00.000,0.000e+00,0.000e+00,2.393e-03
1 Jan 2020 00:44:00.000,0.000e+00,0.000e+00,2.421e-03
1 Jan 2020 00:45:00.000,0.000e+00,0.000e+00,2.447e-03
1 Jan 2020 00:46:00.000,0.000e+00,0.000e+00,2.472e-03
1 Jan 2020 00:47:00.000,0.000e+00,0.000e+00,2.495e-03
1 Jan 2020 00:48:00.000,0.000e+00,0.000e+00,2.516e-03
1 Jan 2020 00:49:00.000,0.000e+00,0.000e+00,2.536e-03
1 Jan 2020 00:50:00.000,0.000e+00,0.000e+00,2.554e-03
1 Jan 2020 00:51:00.000,0.000e+00,0.000e+00,2.571e-03
1 Jan 2020 00:52:00.000,0.000e+00,0.000e+00,2.586e-03
1 Jan 2020 00:53:00.000,0.000e+00,0.000e+00,2.600e-03
1 Jan 2020 00:54:00.000,0.000e+00,0.000e+00,2.613e-03
1 Jan 2020 00:55:00.000,0.000e+00,0.000e+00,2.625e-03
1 Jan 2020 00:56:00.000,0.000e+00,0.000e+00,2.637e-03
1 Jan 2020 00:57:00.000,0.000e+00,0.000e+00,2.647e-03
1 Jan 2020 00:58:00.000,0.000e+00,0.000e+00,2.656e-03
1 Jan 2020 00:59:00.000,0.000e+00,0.000e+00,2.664e-03
1 Jan 2020 01:00:00.000,0.000e+00,0.000e+00,2.671e-03
1 Jan 2020 01:01:00.000,0.000e+00,0.000e+00,2.677e-03
1 Jan 2020 01:02:00.000,0.000e+00,0.000e+00,2.682e-03
1 Jan 2020 01:03:00.000,0.000e+00,0.000e+00,2.687e-03
1 Jan 2020 01:04:00.000,0.000e+00,0.000e+00,2.692e-03
1 Jan 2020 01:05:00.000,0.000e+00,0.000e+00,2.696e-03
1 Jan 2020 01:06:00.000,0.000e+00,0.000e+00,2.699e-03
1 Jan 2020 01:07:00.000,0.000e+00,0.000e+00,2.702e-03
1 Jan 2020 01:08:00.000,0.000e+00,0.000e+00,2.705e-03
1 Jan 2020 01:09:00.000,0.000e+00,0.000e+00,2.708e-03
1 Jan 2020 01:10:00.000,0.000e+00,0.000e+00,2.710e-03
1 Jan 2020 01:11:00.000,0.000e+00,0.000e+00,2.713e-03
1 Jan 2020 01:12:00.000,0.000e+00,0.000e+00,2.715e-03
1 Jan 2020 01:13:00.000,0.000e+00,0.000e+00,2.717e-03
1 Jan 2020 01:14:00.000,0.000e+00,0.000e+00,2.720e-03
1 Jan 2020 01:15:00.000,0.000e+00,0.000e+00,2.722e-03
1 Jan 2020 01:16:00.000,0.000e+00,0.000e+00,2.724e-03
1 Jan 2020 01:17:00.000,0.000e+00,0.000e+00,2.726e-03
1 Jan 2020 01:18:00.000,0.000e+00,0.000e+00,2.728e-03
1 Jan 2020 01:19:00.000,0.000e+00,0.000e+00,2.731e-03
1 Jan 2020 01:20:00.000,0.000e+00,0.000e+00,2.733e-03
1 Jan 2020 01:21:00.000,0.000e+00,0.000e+00,2.736e-03
1 Jan 2020 01:22:00.000,0.000e+00,0.000e+00,2.739e-03
1 Jan 2020 01:23:00.000,0.000e+00,0.000e+00,2.742e-03
1 Jan 2020 01:24:00.000,0.000e+00,0.000e+00,2.745e-03
1 Jan 2020 01:25:00.000,0.000e+00,0.000e+00,2.749e-03
1 Jan 2020 01:26:00.000,0.000e+00,0.000e+00,2.753e-03
1 Jan 2020 01:27:00.000,0.000e+00,0.000e+00,2.757e-03
1 Jan 2020 01:28:00.000,0.000e+00,0.000e+00,2.762e-03
1 Jan 2020 01:29:00.000,0.000e+00,0.000e+00,2.767e-03
1 Jan 2020 01:30:00.000,0.000e+00,0.000e+00,2.773e-03
1 Jan 2020 01:31:00.000,0.000e+00,0.000e+00,2.779e-03
1 Jan 2020 01:32:00.000,0.000e+00,0.000e+00,2.785e-03
1 Jan 2020 01:33:00.000,0.000e+00,0.000e+00,2.792e-03
1 Jan 2020 01:34:00.000,0.000e+00,0.000e+00,2.799e-03
1 Jan 2020 01:35:00.000,0.000e+00,0.000e+00,2.806e-03
1 Jan 2020 01:36:00.000,0.000e+00,0.000e+00,2.814e-03
1 Jan 2020 01:37:00.000,0.000e+00,0.000e+00,2.821e-03
1 Jan 2020 01:38:00.000,0.000e+00,0.000e+00,2.829e-03
1 Jan 2020 01:39:00.000,0.000e+00,0.000e+00,2.837e-03
1 Jan 2020 01:40:00.000,0.000e+00,0.000e+00,2.845e-03
1 Jan 2020 01:41:00.000,0.000e+00,0.000e+00,2.853e-03
1 Jan 2020 01:42:00.000,0.000e+00,0.000e+00,2.861e-03
1 Jan 2020 01:43:00.000,0.000e+00,0.000e+00,2.869e-03
1 Jan 2020 01:44:00.000,0.000e+00,0.000e+00,2.877e-03
1 Jan 2020 01:45:00.000,0.000e+00,0.000e+00,2.886e-03
1 Jan 2020 01:46:00.000,0.000e+00,0.000e+00,2.894e-03
1 Jan 2020 01:47:00.000,0.000e+00,0.000e+00,2.903e-03
1 Jan 2020 01:48:00.000,0.000e+00,0.000e+00,2.911e-03
1 Jan 2020 01:49:00.000,0.000e+00,0.000e+00,2.921e-03
1 Jan 2020 01:50:00.000,0.000e+00,0.000e+00,2.930e-03
1 Jan 2020 01:51:00.000,0.000e+00,0.000e+00,2.939e-03
1 Jan 2020 01:52:00.000,0.000e+00,0.000e+00,2.949e-03
1 Jan 2020 01:53:00.000,0.000e+00,0.000e+00,2.959e-03
1 Jan 2020 01:54:00.000,0.000e+00,0.000e+00,2.970e-03
1 Jan 2020 01:55:00.000,0.000e+00,0.000e+00,2.980e-03
1 Jan 2020 01:56:00.000,0.000e+00,0.000e+00,2.992e-03
1 Jan 2020 01:57:00.000,0.000e+00,0.000e+00,3.004e-03
1 Jan 2020 01:58:00.000,0.000e+00,0.000e+00,3.016e-03
1 Jan 2020 01:59:00.000,0.000e+00,0.000e+00,3.029e-03
1 Jan 2020 02:00:00.000,0.000e+00,0.000e+00,3.042e-03
1 Jan 2020 02:01:00.000,0.000e+00,0.000e+00,3.056e-03
1 Jan 2020 02:02:00.000,0.000e+00,0.000e+00,3.071e-03
1 Jan 2020 02:03:00.000,0.000e+00,0.000e+00,3.086e-03
1 Jan 2020 02:04:00.000,0.000e+00,0.000e+00,3.101e-03
1 Jan 2020 02:05:00.000,0.000e+00,0.000e+00,3.118e-03
1 Jan 2020 02:06:00.000,0.000e+00,0.000e+00,3.135e-03
1 Jan 2020 02:07:00.000,0.000e+00,0.000e+00,3.154e-03
1 Jan 2020 02:07:04.209,0.000e+00,0.000e+00,3.159e-03

